car_position,car_velocity,action,reward,done,episode_id
0.14312184,0.028131872,2,-1.0,False,1
0.16998065,0.026858797,2,-1.0,False,1
0.1956575,0.025676865,2,-1.0,False,1
0.22025281,0.02459531,2,-1.0,False,1
0.24387431,0.023621494,2,-1.0,False,1
0.26663557,0.022761267,2,-1.0,False,1
0.2886549,0.022019332,2,-1.0,False,1
0.31005448,0.021399569,2,-1.0,False,1
0.3309598,0.02090531,2,-1.0,False,1
0.3514994,0.02053961,2,-1.0,False,1
0.37180483,0.02030545,2,-1.0,False,1
0.39201078,0.020205935,2,-1.0,False,1
0.41225523,0.02024446,2,-1.0,False,1
0.43268007,0.020424826,2,-1.0,False,1
0.45343143,0.02075136,2,-1.0,False,1
0.4746604,0.021228982,2,-1.0,False,1
0.49652368,0.021863261,2,-1.0,True,1
-0.5754869,0.0,0,-1.0,False,2
-0.57609934,-0.00061240885,0,-1.0,False,2
-0.57731956,-0.0012202808,0,-1.0,False,2
-0.5791387,-0.0018191165,0,-1.0,False,2
-0.5815432,-0.0024044919,0,-1.0,False,2
-0.5845153,-0.002972094,0,-1.0,False,2
-0.588033,-0.003517759,0,-1.0,False,2
-0.5920706,-0.004037506,0,-1.0,False,2
-0.59659815,-0.0045275716,0,-1.0,False,2
-0.6015826,-0.004984442,0,-1.0,False,2
-0.6069875,-0.0054048845,0,-1.0,False,2
-0.6127734,-0.0057859723,0,-1.0,False,2
-0.6188985,-0.0061251116,0,-1.0,False,2
-0.6253186,-0.006420061,0,-1.0,False,2
-0.6319876,-0.0066689476,0,-1.0,False,2
-0.63885784,-0.006870282,0,-1.0,False,2
-0.6458808,-0.007022962,0,-1.0,False,2
-0.6530071,-0.007126279,0,-1.0,False,2
-0.660187,-0.007179914,0,-1.0,False,2
-0.6673709,-0.0071839304,0,-1.0,False,2
-0.6745097,-0.007138763,0,-1.0,False,2
-0.68155485,-0.0070452015,0,-1.0,False,2
-0.6884593,-0.006904372,0,-1.0,False,2
-0.69517696,-0.006717714,0,-1.0,False,2
-0.7016639,-0.0064869546,0,-1.0,False,2
-0.707878,-0.0062140827,0,-1.0,False,2
-0.71377933,-0.005901322,0,-1.0,False,2
-0.71933043,-0.005551102,0,-1.0,False,2
-0.7244965,-0.005166032,0,-1.0,False,2
-0.7292453,-0.0047488743,0,-1.0,False,2
-0.73354787,-0.00430252,0,-1.0,False,2
-0.7373778,-0.0038299665,0,-1.0,False,2
-0.7407121,-0.003334298,0,-1.0,False,2
-0.7435308,-0.0028186666,0,-1.0,False,2
-0.74581707,-0.0022862772,0,-1.0,False,2
-0.74755746,-0.001740376,0,-1.0,False,2
-0.7487417,-0.0011842377,0,-1.0,False,2
-0.7493628,-0.0006211578,0,-1.0,False,2
-0.7494173,-5.4444874e-05,0,-1.0,False,2
-0.7489047,0.00051258627,0,-1.0,False,2
-0.74782807,0.0010766201,0,-1.0,False,2
-0.7461937,0.0016343466,2,-1.0,False,2
-0.74201125,0.004182467,2,-1.0,False,2
-0.7353054,0.006705836,2,-1.0,False,2
-0.7261164,0.009189021,2,-1.0,False,2
-0.71450025,0.01161617,2,-1.0,False,2
-0.7005293,0.013970938,2,-1.0,False,2
-0.6842928,0.016236478,2,-1.0,False,2
-0.66589725,0.018395541,2,-1.0,False,2
-0.6454666,0.020430658,2,-1.0,False,2
-0.6231422,0.022324441,2,-1.0,False,2
-0.59908223,0.024059968,2,-1.0,False,2
-0.57346094,0.025621269,2,-1.0,False,2
-0.54646707,0.026993841,2,-1.0,False,2
-0.51830184,0.02816522,2,-1.0,False,2
-0.4891764,0.029125495,0,-1.0,False,2
-0.4613086,0.027867785,0,-1.0,False,2
-0.43490526,0.026403323,2,-1.0,False,2
-0.40815932,0.026745943,2,-1.0,False,2
-0.38126197,0.02689735,2,-1.0,False,2
-0.3544,0.026861971,2,-1.0,False,2
-0.32775322,0.026646776,2,-1.0,False,2
-0.30149224,0.026260996,2,-1.0,False,2
-0.27577648,0.025715753,2,-1.0,False,2
-0.25075284,0.025023643,2,-1.0,False,2
-0.22655456,0.024198275,2,-1.0,False,2
-0.20330074,0.023253813,2,-1.0,False,2
-0.1810962,0.022204554,1,-1.0,False,2
-0.16103168,0.02006452,0,-1.0,False,2
-0.14418106,0.016850617,0,-1.0,False,2
-0.1306002,0.013580861,0,-1.0,False,2
-0.120329894,0.010270303,0,-1.0,False,2
-0.11339846,0.0069314335,0,-1.0,False,2
-0.10982375,0.0035747099,0,-1.0,False,2
-0.10961457,0.00020917603,0,-1.0,False,2
-0.112771444,-0.003156865,2,-1.0,False,2
-0.11728659,-0.004515154,2,-1.0,False,2
-0.12314858,-0.005861987,2,-1.0,False,2
-0.13034189,-0.007193306,2,-1.0,False,2
-0.13884649,-0.008504603,2,-1.0,False,2
-0.14863732,-0.009790839,2,-1.0,False,2
-0.15968372,-0.0110463835,2,-1.0,False,2
-0.17194867,-0.012264965,0,-1.0,False,2
-0.18738833,-0.015439655,0,-1.0,False,2
-0.20594324,-0.018554913,0,-1.0,False,2
-0.22753601,-0.021592757,0,-1.0,False,2
-0.25206858,-0.02453258,0,-1.0,False,2
-0.27941978,-0.027351193,0,-1.0,False,2
-0.30944288,-0.030023089,0,-1.0,False,2
-0.3419639,-0.03252102,0,-1.0,False,2
-0.37678075,-0.03481686,0,-1.0,False,2
-0.41366348,-0.03688274,0,-1.0,False,2
-0.45235586,-0.038692385,2,-1.0,False,2
-0.49057853,-0.03822265,2,-1.0,False,2
-0.5280484,-0.037469897,2,-1.0,False,2
-0.56448495,-0.036436524,0,-1.0,False,2
-0.6016156,-0.037130646,0,-1.0,False,2
-0.6391664,-0.037550848,0,-1.0,False,2
-0.6768678,-0.037701353,0,-1.0,False,2
-0.7144597,-0.03759191,0,-1.0,False,2
-0.7516971,-0.037237402,0,-1.0,False,2
-0.7883542,-0.036657084,0,-1.0,False,2
-0.8242279,-0.03587371,0,-1.0,False,2
-0.85914034,-0.034912463,0,-1.0,False,2
-0.8929402,-0.033799883,0,-1.0,False,2
-0.9255031,-0.032562837,0,-1.0,False,2
-0.95673066,-0.031227604,0,-1.0,False,2
-0.9865498,-0.029819112,0,-1.0,False,2
-1.0149102,-0.028360378,0,-1.0,False,2
-1.0417823,-0.026872097,0,-1.0,False,2
-1.0671546,-0.025372425,2,-1.0,False,2
-1.0890316,-0.021876905,0,-1.0,False,2
-1.1094282,-0.020396568,0,-1.0,False,2
-1.1283681,-0.01894001,0,-1.0,False,2
-1.1458819,-0.017513765,0,-1.0,False,2
-1.1620045,-0.016122527,0,-1.0,False,2
-1.1767738,-0.014769349,0,-1.0,False,2
-1.1902297,-0.013455871,0,-1.0,False,2
-1.2,0.0,2,-1.0,False,2
-1.1967582,0.003241896,2,-1.0,False,2
-1.1902636,0.0064944453,2,-1.0,False,2
-1.180496,0.009767694,2,-1.0,False,2
-1.1674255,0.013070449,2,-1.0,False,2
-1.1510159,0.016409589,2,-1.0,False,2
-1.1312267,0.01978931,2,-1.0,False,2
-1.1080164,0.023210295,2,-1.0,False,2
-1.0813475,0.026668796,2,-1.0,False,2
-1.0511918,0.030155689,2,-1.0,False,2
-1.0175363,0.03365551,2,-1.0,False,2
-0.9803907,0.03714562,2,-1.0,False,2
-0.93979514,0.040595576,2,-1.0,False,2
-0.8958282,0.043966923,2,-1.0,False,2
-0.84861463,0.047213554,2,-1.0,False,2
-0.7983318,0.050282877,2,-1.0,False,2
-0.74521387,0.053117886,2,-1.0,False,2
-0.6895537,0.05566023,2,-1.0,False,2
-0.63169956,0.057854105,2,-1.0,False,2
-0.57204884,0.059650723,2,-1.0,False,2
-0.51103604,0.061012823,2,-1.0,False,2
-0.4491174,0.061918624,2,-1.0,False,2
-0.38675275,0.06236465,2,-1.0,False,2
-0.32438585,0.06236689,2,-1.0,False,2
-0.2624257,0.061960164,2,-1.0,False,2
-0.20122996,0.06119572,2,-1.0,False,2
-0.14109236,0.060137603,2,-1.0,False,2
-0.08223413,0.058858234,2,-1.0,False,2
-0.0248002,0.057433926,2,-1.0,False,2
0.031140642,0.055940844,2,-1.0,False,2
0.08559239,0.054451745,2,-1.0,False,2
0.1386261,0.05303371,2,-1.0,False,2
0.1903729,0.051746808,2,-1.0,False,2
0.24101646,0.050643563,2,-1.0,False,2
0.29078555,0.049769085,2,-1.0,False,2
0.33994707,0.049161527,2,-1.0,False,2
0.38879985,0.048852775,2,-1.0,False,2
0.43766898,0.048869114,2,-1.0,False,2
0.48690072,0.049231753,2,-1.0,True,2
-0.48537385,0.0,2,-1.0,False,3
-0.48465994,0.0007139411,2,-1.0,False,3
-0.48323736,0.0014225636,2,-1.0,False,3
-0.48111677,0.0021205922,2,-1.0,False,3
-0.47831392,0.0028028388,2,-1.0,False,3
-0.4748497,0.0034642464,2,-1.0,False,3
-0.47074977,0.00409993,2,-1.0,False,3
-0.46604455,0.004705221,2,-1.0,False,3
-0.46076882,0.005275706,2,-1.0,False,3
-0.45496157,0.0058072666,2,-1.0,False,3
-0.44866544,0.0062961173,2,-1.0,False,3
-0.4419266,0.006738839,2,-1.0,False,3
-0.4347942,0.007132408,2,-1.0,False,3
-0.42731997,0.0074742245,0,-1.0,False,3
-0.42155784,0.0057621324,0,-1.0,False,3
-0.41754913,0.004008722,0,-1.0,False,3
-0.41532242,0.0022266998,0,-1.0,False,3
-0.4148936,0.00042883283,0,-1.0,False,3
-0.41626567,-0.0013720816,0,-1.0,False,3
-0.4194289,-0.0031632408,0,-1.0,False,3
-0.42436078,-0.00493186,0,-1.0,False,3
-0.43102598,-0.006665199,0,-1.0,False,3
-0.43937656,-0.008350604,0,-1.0,False,3
-0.44935215,-0.009975571,0,-1.0,False,3
-0.46087998,-0.011527828,0,-1.0,False,3
-0.47387543,-0.012995449,0,-1.0,False,3
-0.48824242,-0.014366992,0,-1.0,False,3
-0.50387406,-0.015631668,0,-1.0,False,3
-0.5206536,-0.016779516,0,-1.0,False,3
-0.5384552,-0.017801605,0,-1.0,False,3
-0.5571454,-0.01869022,0,-1.0,False,3
-0.57658446,-0.019439043,0,-1.0,False,3
-0.5966278,-0.020043323,0,-1.0,False,3
-0.6171278,-0.020499976,0,-1.0,False,3
-0.63793546,-0.020807676,0,-1.0,False,3
-0.6589023,-0.020966869,0,-1.0,False,3
-0.67988205,-0.02097973,0,-1.0,False,3
-0.7007321,-0.02085008,0,-1.0,False,3
-0.7213153,-0.020583227,0,-1.0,False,3
-0.74150115,-0.020185787,0,-1.0,False,3
-0.7611666,-0.019665454,0,-1.0,False,3
-0.7801973,-0.01903075,0,-1.0,False,3
-0.79848814,-0.018290779,0,-1.0,False,3
-0.81594306,-0.017454972,0,-1.0,False,3
-0.83247596,-0.01653286,0,-1.0,False,3
-0.8480098,-0.015533856,0,-1.0,False,3
-0.8624769,-0.014467084,0,-1.0,False,3
-0.87581813,-0.013341229,0,-1.0,False,3
-0.88798255,-0.012164437,0,-1.0,False,3
-0.8989268,-0.010944237,0,-1.0,False,3
-0.9086143,-0.009687508,2,-1.0,False,3
-0.9150148,-0.0064004743,2,-1.0,False,3
-0.91810924,-0.0030944753,2,-1.0,False,3
-0.9178889,0.00022038845,2,-1.0,False,3
-0.91435426,0.0035346274,2,-1.0,False,3
-0.9075155,0.0068387087,2,-1.0,False,3
-0.8973931,0.010122403,2,-1.0,False,3
-0.88401896,0.013374157,2,-1.0,False,3
-0.86743844,0.016580535,2,-1.0,False,3
-0.8477127,0.019725736,2,-1.0,False,3
-0.8249214,0.022791253,2,-1.0,False,3
-0.7991657,0.025755722,2,-1.0,False,3
-0.77057076,0.028594974,2,-1.0,False,3
-0.7392884,0.031282384,2,-1.0,False,3
-0.7054989,0.033789508,2,-1.0,False,3
-0.6694118,0.03608705,2,-1.0,False,3
-0.6312657,0.038146105,2,-1.0,False,3
-0.59132606,0.03993964,2,-1.0,False,3
-0.54988194,0.041444104,2,-1.0,False,3
-0.50724095,0.042641025,2,-1.0,False,3
-0.46372253,0.04351839,2,-1.0,False,3
-0.4196508,0.04407173,2,-1.0,False,3
-0.37534612,0.044304695,2,-1.0,False,3
-0.331117,0.044229094,2,-1.0,False,3
-0.28725263,0.043864384,2,-1.0,False,3
-0.244016,0.04323662,2,-1.0,False,3
-0.2016389,0.042377103,2,-1.0,False,3
-0.16031818,0.04132073,2,-1.0,False,3
-0.12021383,0.040104344,2,-1.0,False,3
-0.08144866,0.03876517,2,-1.0,False,3
-0.044109233,0.03733943,2,-1.0,False,3
-0.008247945,0.035861287,2,-1.0,False,3
0.026114106,0.03436205,2,-1.0,False,3
0.058983825,0.03286972,2,-1.0,False,3
0.09039258,0.031408757,2,-1.0,False,3
0.1203927,0.030000117,2,-1.0,False,3
0.14905411,0.028661415,2,-1.0,False,3
0.17646134,0.02740722,2,-1.0,False,3
0.20271076,0.026249424,2,-1.0,False,3
0.22790839,0.025197633,2,-1.0,False,3
0.25216797,0.024259571,2,-1.0,False,3
0.27560943,0.023441471,2,-1.0,False,3
0.29835787,0.022748439,2,-1.0,False,3
0.32054266,0.022184785,2,-1.0,False,3
0.342297,0.02175432,2,-1.0,False,3
0.36375758,0.021460617,2,-1.0,False,3
0.3850648,0.021307224,2,-1.0,False,3
0.40636268,0.021297874,2,-1.0,False,3
0.4277993,0.021436619,2,-1.0,False,3
0.4495273,0.021727974,2,-1.0,False,3
0.47170427,0.022176998,2,-1.0,False,3
0.49449363,0.02278936,2,-1.0,True,3
-0.41887915,0.0,0,-1.0,False,4
-0.42065167,-0.0017725416,0,-1.0,False,4
-0.4241841,-0.003532429,0,-1.0,False,4
-0.42945114,-0.0052670343,0,-1.0,False,4
-0.43641493,-0.006963791,0,-1.0,False,4
-0.44502518,-0.00861024,0,-1.0,False,4
-0.45521927,-0.0101940995,0,-1.0,False,4
-0.46692264,-0.011703356,0,-1.0,False,4
-0.480049,-0.013126383,0,-1.0,False,4
-0.49450108,-0.014452077,0,-1.0,False,4
-0.5101711,-0.015670033,0,-1.0,False,4
-0.52694184,-0.016770713,0,-1.0,False,4
-0.5446875,-0.01774564,0,-1.0,False,4
-0.56327504,-0.01858758,0,-1.0,False,4
-0.5825658,-0.01929071,0,-1.0,False,4
-0.6024165,-0.01985076,0,-1.0,False,4
-0.6226817,-0.020265121,0,-1.0,False,4
-0.6432145,-0.020532895,0,-1.0,False,4
-0.66386944,-0.020654906,0,-1.0,False,4
-0.6845031,-0.020633651,0,-1.0,False,4
-0.7049763,-0.020473192,0,-1.0,False,4
-0.7251553,-0.020179002,0,-1.0,False,4
-0.7449131,-0.019757776,0,-1.0,False,4
-0.7641303,-0.019217208,0,-1.0,False,4
-0.782696,-0.018565752,0,-1.0,False,4
-0.8005084,-0.017812373,0,-1.0,False,4
-0.8174747,-0.016966315,0,-1.0,False,4
-0.8335116,-0.016036877,0,-1.0,False,4
-0.84854484,-0.015033219,0,-1.0,False,4
-0.862509,-0.013964191,0,-1.0,False,4
-0.8753472,-0.01283821,0,-1.0,False,4
-0.8870104,-0.0116631575,0,-1.0,False,4
-0.8974567,-0.010446318,0,-1.0,False,4
-0.9066511,-0.009194356,2,-1.0,False,4
-0.91256434,-0.0059133084,2,-1.0,False,4
-0.91517884,-0.0026144695,2,-1.0,False,4
-0.9144868,0.0006920045,2,-1.0,False,4
-0.91049033,0.0039964714,2,-1.0,False,4
-0.9032012,0.007289152,2,-1.0,False,4
-0.8926417,0.010559489,2,-1.0,False,4
-0.87884617,0.013795535,2,-1.0,False,4
-0.8618628,0.016983407,2,-1.0,False,4
-0.8417559,0.020106833,2,-1.0,False,4
-0.8186091,0.023146853,2,-1.0,False,4
-0.7925274,0.02608169,2,-1.0,False,4
-0.7636405,0.028886858,2,-1.0,False,4
-0.73210496,0.031535555,2,-1.0,False,4
-0.69810563,0.03399935,2,-1.0,False,4
-0.6618565,0.03624918,2,-1.0,False,4
-0.6235998,0.038256638,2,-1.0,False,4
-0.5836044,0.039995443,2,-1.0,False,4
-0.54216135,0.04144306,2,-1.0,False,4
-0.4995791,0.042582206,2,-1.0,False,4
-0.4561769,0.043402214,2,-1.0,False,4
-0.4122769,0.04389999,2,-1.0,False,4
-0.3681964,0.04408051,2,-1.0,False,4
-0.32423964,0.043956757,2,-1.0,False,4
-0.28069052,0.04354912,2,-1.0,False,4
-0.23780619,0.042884324,2,-1.0,False,4
-0.19581218,0.041994,2,-1.0,False,4
-0.15489909,0.04091309,2,-1.0,False,4
-0.1152209,0.039678197,2,-1.0,False,4
-0.07689483,0.03832607,2,-1.0,False,4
-0.040002536,0.036892295,2,-1.0,False,4
-0.004592259,0.035410274,2,-1.0,False,4
0.029318253,0.033910513,2,-1.0,False,4
0.06173843,0.032420177,2,-1.0,False,4
0.09270137,0.030962935,2,-1.0,False,4
0.122260354,0.02955899,2,-1.0,False,4
0.15048563,0.028225275,2,-1.0,False,4
0.17746137,0.026975743,2,-1.0,False,4
0.20328312,0.025821745,2,-1.0,False,4
0.22805552,0.02477241,2,-1.0,False,4
0.25189057,0.023835044,2,-1.0,False,4
0.2749061,0.023015516,2,-1.0,False,4
0.2972247,0.022318607,2,-1.0,False,4
0.31897303,0.02174833,2,-1.0,False,4
0.34028125,0.021308228,2,-1.0,False,4
0.36128286,0.02100161,2,-1.0,False,4
0.38211465,0.020831784,2,-1.0,False,4
0.40291688,0.02080223,2,-1.0,False,4
0.42383364,0.02091676,2,-1.0,False,4
0.44501328,0.021179643,2,-1.0,False,4
0.46660897,0.021595696,2,-1.0,False,4
0.48877934,0.022170352,2,-1.0,True,4
-0.4516396,0.0,2,-1.0,False,5
-0.45117512,0.00046448834,2,-1.0,False,5
-0.45024955,0.0009255744,2,-1.0,False,5
-0.44886965,0.001379884,2,-1.0,False,5
-0.44704556,0.0018240986,2,-1.0,False,5
-0.44479057,0.0022549832,2,-1.0,False,5
-0.44212115,0.0026694126,2,-1.0,False,5
-0.43905675,0.0030643975,2,-1.0,False,5
-0.43561965,0.0034371086,2,-1.0,False,5
-0.43183476,0.0037848996,2,-1.0,False,5
-0.42772943,0.0041053295,0,-1.0,False,5
-0.42533323,0.0023961812,0,-1.0,False,5
-0.42466342,0.0006698181,0,-1.0,False,5
-0.42572477,-0.0010613505,0,-1.0,False,5
-0.42850968,-0.0027849032,0,-1.0,False,5
-0.43299812,-0.004488438,0,-1.0,False,5
-0.43915772,-0.0061596073,0,-1.0,False,5
-0.44694388,-0.0077861636,0,-1.0,False,5
-0.4562999,-0.009356021,0,-1.0,False,5
-0.46715724,-0.010857341,0,-1.0,False,5
-0.4794359,-0.012278632,0,-1.0,False,5
-0.49304476,-0.013608886,0,-1.0,False,5
-0.5078825,-0.01483772,0,-1.0,False,5
-0.52383804,-0.015955549,0,-1.0,False,5
-0.5407918,-0.016953753,0,-1.0,False,5
-0.55861664,-0.017824864,0,-1.0,False,5
-0.5771794,-0.018562712,0,-1.0,False,5
-0.59634197,-0.019162586,0,-1.0,False,5
-0.6159633,-0.019621333,0,-1.0,False,5
-0.63590074,-0.01993743,0,-1.0,False,5
-0.6560117,-0.020111008,0,-1.0,False,5
