x_position,y_position,x_velocity,y_velocity,angle,angular_velocity,left_leg_contact,right_leg_contact,action,reward,done,episode_id
0.12161455,0.10535511,-0.039522402,-0.31014675,0.025746811,0.030213755,0.0,0.0,0,-2.2827954,False,0
0.12123461,0.0977774,-0.039522395,-0.33681363,0.0272575,0.030213729,0.0,0.0,2,2.7550194,False,0
0.12096663,0.09081274,-0.028954467,-0.30958217,0.029388238,0.042614862,0.0,0.0,2,1.5722746,False,0
0.12058725,0.0842439,-0.039670814,-0.29198328,0.031094063,0.034116354,0.0,0.0,0,-2.384563,False,0
0.12020779,0.07707511,-0.039670803,-0.31865025,0.032799885,0.03411635,0.0,0.0,2,3.1064205,False,0
0.11965437,0.070679076,-0.05639534,-0.28429076,0.033840563,0.020813629,0.0,0.0,0,-2.3327985,False,0
0.11910105,0.06368309,-0.05639533,-0.31095755,0.034881238,0.020813633,0.0,0.0,0,-2.3400853,False,0
0.11854763,0.056087073,-0.05639533,-0.33762434,0.035921913,0.020813618,0.0,0.0,2,0.8059452,False,0
0.1178442,0.048733316,-0.070794575,-0.32684574,0.036362313,0.008808322,0.0,0.0,0,-2.3059635,False,0
0.11714077,0.040779527,-0.070794575,-0.3535124,0.036802728,0.008808331,0.0,0.0,2,0.65808034,False,0
0.11629085,0.033041105,-0.08483921,-0.34392688,0.036659334,-0.0028680195,0.0,0.0,0,-2.2961657,False,0
0.11544104,0.024702653,-0.0848392,-0.37059358,0.03651594,-0.0028680526,0.0,0.0,2,-0.39495155,False,0
0.11445856,0.016339742,-0.09755286,-0.3716682,0.035824068,-0.01383729,0.0,0.0,2,-0.09606149,False,0
0.11349535,0.007958481,-0.095773965,-0.37248525,0.035286102,-0.010759469,0.0,0.0,2,12.4480715,False,0
0.112464234,0.0002126193,-0.1023792,-0.34424543,0.03456918,-0.014338431,0.0,1.0,2,15.9704075,False,0
0.11135159,-0.006580021,-0.09336765,-0.30185473,0.015965631,-0.3732422,1.0,1.0,2,9.980747,False,0
0.109973334,-0.01093829,-0.11653519,-0.19381252,-0.0040030708,-0.3980661,1.0,1.0,2,-1.1843444,False,0
0.10843334,-0.014583769,-0.11877726,-0.16248888,-0.038830005,-0.6966225,1.0,1.0,2,-9.424344,False,0
0.106908605,-0.017061915,-0.11900999,-0.1114669,-0.06943519,-0.6089604,0.0,1.0,0,9.211959,False,0
0.10555496,-0.0192261,-0.1107916,-0.09751923,-0.093747854,-0.48622274,1.0,1.0,2,0.89189684,False,0
0.10434218,-0.020520927,-0.10359635,-0.058757562,-0.11127688,-0.35055757,1.0,1.0,0,-9.7175665,False,0
0.10327282,-0.02152293,-0.09537186,-0.04543807,-0.12275825,-0.22961585,0.0,1.0,1,-0.11403091,False,0
0.102236845,-0.022132685,-0.098180056,-0.027557615,-0.12815382,-0.10790868,0.0,1.0,1,0.040301338,False,0
0.101216316,-0.022271194,-0.09998283,-0.0063366895,-0.13020913,-0.041105412,0.0,1.0,1,0.17928201,False,0
0.1002367,-0.021929875,-0.09774682,0.01515165,-0.13041557,-0.004120967,0.0,1.0,1,-0.17914332,False,0
0.09928799,-0.021115841,-0.09607363,0.0362823,-0.12922384,0.02384038,0.0,1.0,1,-0.5442516,False,0
0.09834194,-0.019892432,-0.09573921,0.05447344,-0.1280861,0.022760483,0.0,1.0,1,-0.81273836,False,0
0.09735928,-0.018369868,-0.09889018,0.06772537,-0.1274633,0.012464559,0.0,1.0,1,0.9797588,False,0
0.09639063,-0.017121783,-0.105538346,0.05618907,-0.11883757,0.17252678,0.0,1.0,1,0.65937454,False,0
0.09534464,-0.016090956,-0.1118284,0.046375945,-0.11165113,0.14373824,0.0,1.0,1,0.45892274,False,0
0.094212815,-0.015384355,-0.11820658,0.03177518,-0.10665461,0.099935375,0.0,1.0,1,-0.18233491,False,0
0.09297361,-0.014983704,-0.12685089,0.018012682,-0.10374478,0.058197565,0.0,1.0,1,1.5532568,False,0
0.09186401,-0.014451125,-0.108639084,0.023499278,-0.10606361,-0.046395417,0.0,1.0,1,-10.1651945,False,0
0.090728566,-0.014382925,-0.11828758,0.003360201,-0.101364,0.093995884,0.0,0.0,1,9.689933,False,0
0.089505576,-0.014313617,-0.12295109,0.0031214538,-0.10072793,0.012719241,0.0,1.0,1,-0.16382198,False,0
0.08825026,-0.014245953,-0.12616727,0.0030478954,-0.100102946,0.012497092,0.0,1.0,1,0.07441956,False,0
0.08698769,-0.014104297,-0.12740466,0.006370726,-0.09896796,0.022698065,0.0,1.0,1,-0.027418539,False,0
0.08570556,-0.013820019,-0.13034356,0.01277464,-0.09684899,0.042378902,0.0,1.0,1,0.06371236,False,0
0.08440485,-0.013407316,-0.13310364,0.018535621,-0.09384148,0.06015088,0.0,1.0,1,0.16674425,False,0
0.083086774,-0.01289226,-0.13556482,0.023122456,-0.090121485,0.07440151,0.0,1.0,1,0.13746127,False,0
0.08173771,-0.012322846,-0.13904367,0.025551986,-0.08601712,0.082089104,0.0,1.0,1,0.025901405,False,0
0.0803381,-0.011748066,-0.14414556,0.025782613,-0.08186577,0.08302863,0.0,1.0,1,-0.038826387,False,0
0.07887764,-0.011206224,-0.1500217,0.024294913,-0.07793391,0.07863882,0.0,1.0,1,0.21630397,False,0
0.07738161,-0.010738483,-0.15305421,0.020965703,-0.07451008,0.06847691,0.0,1.0,1,0.046687763,False,0
0.07583885,-0.010344591,-0.15722518,0.017650457,-0.07159593,0.058283024,0.0,1.0,1,0.06576944,False,0
0.07425757,-0.010006597,-0.16068305,0.015141813,-0.06906851,0.050547935,0.0,1.0,1,0.15799978,False,0
0.072652146,-0.009699216,-0.16288252,0.01376837,-0.06675205,0.046328478,0.0,1.0,3,1.9948351,False,0
0.07120886,-0.009483602,-0.14602982,0.009655897,-0.06507751,0.033489004,0.0,1.0,1,0.032792337,False,0
0.06974316,-0.009178474,-0.14889412,0.013659464,-0.062772006,0.04610897,0.0,1.0,3,1.999355,False,0
0.06844473,-0.008879104,-0.13214263,0.013399979,-0.060503785,0.045363538,0.0,1.0,3,1.7607921,False,0
0.06729355,-0.008542898,-0.11767006,0.015042548,-0.057973124,0.050612412,0.0,1.0,3,1.696721,False,0
0.06628351,-0.008164134,-0.103872105,0.016942143,-0.055138085,0.05670043,0.0,1.0,1,-0.09693329,False,0
0.06523724,-0.007657268,-0.10841596,0.022661773,-0.051392365,0.07491549,0.0,1.0,1,0.13169608,False,0
0.064163305,-0.0070908926,-0.111615255,0.025314305,-0.047215756,0.08353342,0.0,1.0,1,0.12054993,False,0
0.06305027,-0.0065220855,-0.11555527,0.025409643,-0.0430114,0.08408872,0.0,1.0,3,2.0461001,False,0
0.062084008,-0.0060855653,-0.09994961,0.019493757,-0.039738666,0.06545513,0.0,1.0,3,1.858296,False,0
0.061258793,-0.0057568694,-0.08505542,0.01467347,-0.037229575,0.050181083,0.0,1.0,1,-0.24201283,False,0
0.06038084,-0.0053849365,-0.090655394,0.016599143,-0.034407236,0.056446612,0.0,1.0,3,1.6030406,False,0
0.059627246,-0.0050745513,-0.07777271,0.013846735,-0.03202132,0.047717433,0.0,1.0,1,-0.100385875,False,0
0.058839418,-0.004699149,-0.081673265,0.016743915,-0.029164998,0.057126053,0.0,1.0,1,0.053051025,False,0
0.05802698,-0.0042740013,-0.08450313,0.018954843,-0.025946112,0.064377956,0.0,1.0,3,2.0076256,False,0
0.057376575,-0.0039184834,-0.0677974,0.015845833,-0.023222167,0.054478485,0.0,1.0,1,-0.15728551,False,0
0.056684684,-0.003497734,-0.07242786,0.018745381,-0.020022964,0.063984185,0.0,1.0,1,-0.093482435,False,0
0.05594921,-0.0030427957,-0.077042975,0.020263119,-0.016569601,0.06906789,0.0,1.0,1,-0.14831404,False,0
0.05515852,-0.002578237,-0.08264147,0.02068115,-0.013039101,0.07061053,0.0,1.0,3,1.7948061,False,0
0.054502584,-0.0022054457,-0.06850513,0.01659222,-0.010166664,0.057448756,0.0,1.0,3,1.868511,False,0
0.05399885,-0.001910224,-0.052716654,0.0131346965,-0.007853645,0.046259355,0.0,1.0,3,1.9014096,False,0
0.05366392,-0.0016494417,-0.035580076,0.011598716,-0.0057883468,0.041304834,0.0,1.0,1,-0.17738822,False,0
0.053304482,-0.0012830519,-0.03882572,0.016290827,-0.002949495,0.05677696,0.0,1.0,1,0.046468146,False,0
0.05293951,-0.00084967853,-0.039868467,0.01926394,0.00038477217,0.06668572,0.0,1.0,1,-0.11622206,False,0
0.05248337,-0.0008461738,-0.045600303,0.00015695067,0.0003811551,-7.134143e-05,0.0,1.0,3,1.7037189,False,0
0.05219803,-0.0008493209,-0.028545061,-0.0001397008,0.00038438602,6.352891e-05,0.0,1.0,1,-0.5807778,False,0
0.051854037,-0.0008491778,-0.034397256,5.300669e-06,0.00038425688,-2.3853966e-06,0.0,1.0,1,-0.30675298,False,0
0.051478673,-0.0008491778,-0.0375401,1.3862042e-07,0.000384257,-5.1710277e-08,0.0,1.0,1,-0.4016043,False,0
0.051061917,-0.00084924937,-0.041672748,-4.1597946e-06,0.00038435066,1.8838173e-06,0.0,1.0,1,-0.49171034,False,0
0.05059433,-0.0008491063,-0.04675751,6.2106847e-06,0.0003842124,-2.8377558e-06,0.0,1.0,3,1.5080206,False,0
0.050277423,-0.00084924937,-0.031694025,-6.414681e-06,0.00038435328,2.9182145e-06,0.0,1.0,1,-0.19135721,False,0
0.049940966,-0.0008491778,-0.033644058,1.8991759e-06,0.0003843037,-8.652577e-07,0.0,1.0,1,-0.58743703,False,0
0.04954481,-0.0008491063,-0.03961462,4.4098024e-06,0.00038420898,-1.9971953e-06,0.0,1.0,1,-0.21823788,False,0
0.04912567,-0.0008491063,-0.041916106,9.71137e-07,0.0003841814,-4.2984774e-07,0.0,1.0,1,-0.22013313,False,0
0.04868307,-0.00084924937,-0.04425984,-5.3476438e-06,0.00038431122,2.4279866e-06,0.0,1.0,1,-0.13582687,False,0
0.048225306,-0.00084924937,-0.045775767,-1.561469e-06,0.0003843427,6.983648e-07,0.0,1.0,3,1.60226,False,0
0.04792776,-0.00084924937,-0.029750686,9.065863e-07,0.00038432365,-4.1834073e-07,0.0,1.0,1,-0.19899555,False,0
0.047610186,-0.00084924937,-0.03175814,-8.7637767e-07,0.00038434783,4.0324602e-07,0.0,1.0,1,-0.5099254,False,0
0.047240924,-0.00084924937,-0.0369266,1.194008e-07,0.0003843465,-7.786792e-08,0.0,1.0,1,-0.2505832,False,0
0.046845626,-0.00084924937,-0.039527673,3.777328e-07,0.00038433998,-1.8166236e-07,0.0,1.0,1,-0.18509859,False,0
0.046430685,-0.00084924937,-0.04149354,3.0051797e-07,0.00038433523,-1.459794e-07,0.0,1.0,1,-0.6123823,False,0
0.0459527,-0.0008491778,-0.047795363,4.24184e-06,0.0003842369,-1.9336567e-06,0.0,1.0,3,1.3321449,False,0
0.04560747,-0.00084939244,-0.034518868,-8.493166e-06,0.00038444827,3.8549906e-06,0.0,1.0,1,-0.25128052,False,0
0.045236398,-0.00084924937,-0.037102852,7.330039e-06,0.0003842828,-3.336322e-06,0.0,1.0,1,-0.2179903,False,0
0.044842623,-0.0008493209,-0.039376404,-2.6495165e-06,0.00038433357,1.2037458e-06,0.0,1.0,1,-0.23458615,False,0
0.044424247,-0.0008493209,-0.04184054,-1.4053762e-06,0.00038436288,6.403208e-07,0.0,1.0,1,-0.26549876,False,0
0.043977834,-0.0008491778,-0.044642,6.5784884e-06,0.00038422228,-3.0186864e-06,0.0,1.0,1,-0.22630206,False,0
0.0435071,-0.00084924937,-0.047075633,-1.6902274e-06,0.000384256,7.404453e-07,0.0,1.0,3,1.4026996,False,0
0.04317627,-0.0008494639,-0.033079196,-8.0738155e-06,0.00038445825,3.6583945e-06,0.0,1.0,1,-0.38419515,False,0
0.04280634,-0.00084939244,-0.036991097,3.9009515e-06,0.00038436658,-1.7815421e-06,0.0,1.0,1,-0.3344527,False,0
0.04240198,-0.0008493209,-0.04044002,4.6637797e-06,0.00038425086,-2.1168212e-06,0.0,1.0,1,-0.56097734,False,0
0.041939832,-0.0008493209,-0.04621189,1.2632412e-06,0.00038420898,-5.651933e-07,0.0,1.0,3,1.3819398,False,0
0.041615676,-0.00084939244,-0.03241647,-4.557363e-06,0.00038432013,2.0830048e-06,0.0,1.0,1,-0.2899416,False,0
0.04126196,-0.00084939244,-0.035369508,-3.9918572e-07,0.00038433942,1.8542126e-07,0.0,1.0,1,-0.3501347,False,0
0.040872384,-0.00084924937,-0.03896047,5.454021e-06,0.00038421951,-2.4701626e-06,0.0,1.0,1,-0.323712,False,0
0.040449142,-0.00084939244,-0.042320576,-6.8947e-06,0.00038438005,3.1346165e-06,0.0,1.0,1,-0.19134168,False,0
0.040005397,-0.00084939244,-0.044377632,-4.6596605e-07,0.00038438552,2.0840056e-07,0.0,1.0,1,-0.5450398,False,0
0.0395051,-0.00084924937,-0.050028335,5.7109046e-06,0.00038426716,-2.587288e-06,0.0,1.0,3,1.3955815,False,0
0.039143752,-0.0008494639,-0.036133602,-8.211591e-06,0.00038444326,3.7312384e-06,0.0,1.0,1,-0.42238417,False,0
0.038739108,-0.00084924937,-0.040462222,9.917556e-06,0.0003842169,-4.5122147e-06,0.0,1.0,1,-0.32907602,False,0
0.038300227,-0.00084924937,-0.04389172,-1.4457855e-06,0.00038425342,6.6156065e-07,0.0,1.0,1,-0.5559808,False,0
0.037803747,-0.00084924937,-0.049647857,-1.2329378e-06,0.00038428677,5.5524356e-07,0.0,1.0,3,1.4326129,False,0
0.037450027,-0.00084924937,-0.03537533,-9.701293e-07,0.00038431166,4.4526524e-07,0.0,1.0,1,-0.29885083,False,0
0.037065506,-0.00084924937,-0.038448267,4.9625885e-07,0.00038430322,-2.2143224e-07,0.0,1.0,1,-0.18205251,False,0
0.036661815,-0.00084924937,-0.04037238,3.3005972e-07,0.00038429917,-1.3301283e-07,0.0,1.0,1,-0.3759591,False,0
0.036219023,-0.0008493209,-0.044274542,-3.3787626e-06,0.00038439798,1.5415632e-06,0.0,1.0,1,-0.3940226,False,0
0.035735033,-0.00084924937,-0.048398666,1.9060641e-06,0.00038435508,-8.6472755e-07,0.0,1.0,3,1.3697891,False,0
0.035387516,-0.00084939244,-0.034748055,-5.4188154e-06,0.00038449425,2.4711874e-06,0.0,1.0,1,-0.48177758,False,0
