cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,reward,done,episode_id
1.7239076,0.35486728,-0.02938285,0.07989277,1,1.0,False,0
1.731005,0.5503979,-0.027784992,-0.2219138,0,1.0,False,0
1.742013,0.35568383,-0.03222327,0.06187676,1,1.0,False,0
1.7491266,0.5512526,-0.030985733,-0.24079613,0,1.0,False,0
1.7601516,0.35658666,-0.035801657,0.041954257,0,1.0,False,0
1.7672834,0.16199592,-0.034962572,0.32312992,1,1.0,False,0
1.7705233,0.35759783,-0.028499972,0.019629456,0,1.0,False,0
1.7776753,0.16289595,-0.028107384,0.30318582,1,1.0,False,0
1.7809331,0.35840696,-0.022043668,0.0017726443,1,1.0,False,0
1.7881013,0.553838,-0.022008214,-0.29778302,0,1.0,False,0
1.7991781,0.35903656,-0.027963875,-0.012121527,0,1.0,False,0
1.8063588,0.1643266,-0.028206306,0.27160895,1,1.0,False,0
1.8096453,0.35983944,-0.022774126,-0.029835219,0,1.0,False,0
1.8168422,0.16505137,-0.02337083,0.2555761,1,1.0,False,0
1.8201432,0.36049905,-0.018259307,-0.044385776,0,1.0,False,0
1.8273531,0.16564363,-0.019147024,0.24248071,1,1.0,False,0
1.8306661,0.36103377,-0.01429741,-0.05617967,1,1.0,False,0
1.8378867,0.5563578,-0.015421003,-0.35333902,0,1.0,False,0
1.8490138,0.36145848,-0.022487784,-0.06555841,0,1.0,False,0
1.856243,0.16666603,-0.023798952,0.21994552,1,1.0,False,0
1.8595763,0.36211994,-0.019400042,-0.080148555,0,1.0,False,0
1.8668188,0.16728139,-0.021003012,0.20635103,1,1.0,False,0
1.8701644,0.3626973,-0.016875992,-0.0928826,0,1.0,False,0
1.8774183,0.16782124,-0.018733643,0.19442855,1,1.0,False,0
1.8807747,0.3632061,-0.014845073,-0.10410467,0,1.0,False,0
1.8880389,0.16829999,-0.016927166,0.18385798,1,1.0,False,0
1.8914049,0.36366,-0.013250007,-0.114116415,0,1.0,False,0
1.8986781,0.1687304,-0.015532335,0.17435695,1,1.0,False,0
1.9020526,0.36407116,-0.012045196,-0.12318517,0,1.0,False,0
1.9093341,0.16912381,-0.014508899,0.1656734,1,1.0,False,0
1.9127166,0.36445042,-0.011195431,-0.13155113,0,1.0,False,0
1.9200056,0.16949062,-0.013826454,0.15757887,1,1.0,False,0
1.9233954,0.36480775,-0.010674876,-0.1394337,0,1.0,False,0
1.9306916,0.16984032,-0.01346355,0.14986245,1,1.0,False,0
1.9340883,0.36515245,-0.010466302,-0.14703736,0,1.0,False,0
1.9413913,0.17018193,-0.013407049,0.14232537,1,1.0,False,0
1.944795,0.3654933,-0.010560541,-0.15455692,0,1.0,False,0
1.9521049,0.17052414,-0.013651679,0.13477579,1,1.0,False,0
1.9555154,0.36583894,-0.0109561635,-0.1621826,0,1.0,False,0
1.9628322,0.17087553,-0.014199816,0.1270239,1,1.0,False,0
1.9662497,0.366198,-0.011659337,-0.17010485,0,1.0,False,0
1.9735737,0.17124486,-0.015061434,0.11887722,1,1.0,False,0
1.9769986,0.36657932,-0.01268389,-0.17851914,0,1.0,False,0
1.9843302,0.17164117,-0.016254272,0.110135615,1,1.0,False,0
1.9877629,0.3669922,-0.014051561,-0.1876308,0,1.0,False,0
1.9951028,0.1720741,-0.017804177,0.1005865,1,1.0,False,0
1.9985442,0.36744663,-0.015792446,-0.19766,0,1.0,False,0
2.0058932,0.17255408,-0.019745648,0.08999958,1,1.0,False,0
2.0093443,0.36795342,-0.017945655,-0.20884712,0,1.0,False,0
2.0167034,0.17309259,-0.022122597,0.0781213,1,1.0,False,0
2.0201652,0.36852458,-0.020560171,-0.22145846,0,1.0,False,0
2.0275357,0.17370245,-0.02498934,0.06466869,0,1.0,False,0
2.0310097,-0.021052469,-0.023695968,0.34936377,1,1.0,False,0
2.0305886,0.17439833,-0.016708693,0.049303897,1,1.0,False,0
2.0340767,0.36975583,-0.015722614,-0.24860358,0,1.0,False,0
2.0414717,0.17486192,-0.020694686,0.039078917,1,1.0,False,0
2.044969,0.37027442,-0.019913107,-0.26006088,0,1.0,False,0
2.0523746,0.17544232,-0.025114326,0.02627527,0,1.0,False,0
2.0558834,-0.01931064,-0.02458882,0.31092975,1,1.0,False,0
2.0554972,0.17615284,-0.018370224,0.0105947675,1,1.0,False,0
2.0590203,0.37153336,-0.01815833,-0.2878271,0,1.0,False,0
2.0664508,0.176675,-0.023914872,-0.0009260128,0,1.0,False,0
2.0699844,-0.018095952,-0.023933392,0.2841166,1,1.0,False,0
2.0696225,0.17735903,-0.01825106,-0.016017677,0,1.0,False,0
2.0731697,-0.017496485,-0.018571414,0.2708514,1,1.0,False,0
2.0728197,0.17788549,-0.013154386,-0.027630692,1,1.0,False,0
2.0763774,0.3731936,-0.013707,-0.3244348,0,1.0,False,0
2.0838413,0.17826946,-0.020195695,-0.036105786,0,1.0,False,0
2.0874066,-0.016557144,-0.02091781,0.2501374,1,1.0,False,0
2.0870755,0.17885718,-0.015915062,-0.04906935,0,1.0,False,0
2.0906527,-0.01603299,-0.016896449,0.23855005,1,1.0,False,0
2.090332,0.17932622,-0.012125448,-0.059414245,1,1.0,False,0
2.0939186,0.3746199,-0.013313733,-0.35589805,0,1.0,False,0
2.1014109,0.17968975,-0.020431694,-0.06744284,0,1.0,False,0
2.1050048,-0.015133401,-0.02178055,0.21872438,1,1.0,False,0
2.104702,0.18029302,-0.017406063,-0.080748685,0,1.0,False,0
2.1083078,-0.014575148,-0.019021038,0.20639215,1,1.0,False,0
2.1080165,0.18081357,-0.014893194,-0.09222974,0,1.0,False,0
2.1116326,-0.014091788,-0.016737789,0.19571742,1,1.0,False,0
2.1113508,0.18126553,-0.01282344,-0.10219818,0,1.0,False,0
2.1149762,-0.013670317,-0.014867404,0.18641156,1,1.0,False,0
2.1147027,0.18166116,-0.011139173,-0.11092413,0,1.0,False,0
2.118336,-0.013299416,-0.013357655,0.17822374,1,1.0,False,0
2.11807,0.18201111,-0.009793181,-0.118642956,0,1.0,False,0
2.1217103,-0.01296916,-0.01216604,0.17093429,1,1.0,False,0
2.121451,0.1823248,-0.008747354,-0.12556168,0,1.0,False,0
2.1250973,-0.01267076,-0.011258588,0.16434875,1,1.0,False,0
2.1248438,0.18261053,-0.007971613,-0.13186458,0,1.0,False,0
2.1284962,-0.012396326,-0.010608904,0.15829279,1,1.0,False,0
2.1282482,0.18287589,-0.007443048,-0.137718,0,1.0,False,0
2.1319058,-0.012138665,-0.0101974085,0.15260749,1,1.0,False,0
2.1316628,0.1831278,-0.0071452586,-0.14327498,0,1.0,False,0
2.1353254,-0.011891091,-0.010010758,0.14714521,1,1.0,False,0
2.1350877,0.18337278,-0.007067854,-0.14867903,0,1.0,False,0
2.138755,-0.011647254,-0.010041434,0.14176579,1,1.0,False,0
2.1385221,0.18361706,-0.007206119,-0.15406805,0,1.0,False,0
2.1421945,-0.011400976,-0.01028748,0.13633282,1,1.0,False,0
2.1419666,0.1838668,-0.0075608236,-0.15957782,0,1.0,False,0
2.145644,-0.01114609,-0.01075238,0.1307103,1,1.0,False,0
2.145421,0.18412822,-0.008138174,-0.16534537,0,1.0,False,0
2.1491034,-0.010876292,-0.011445081,0.124759115,1,1.0,False,0
2.148886,0.18440774,-0.008949899,-0.17151253,0,1.0,False,0
2.152574,-0.010584979,-0.012380149,0.1183336,1,1.0,False,0
2.1523623,0.18471214,-0.010013477,-0.1782293,0,1.0,False,0
2.1560566,-0.010265089,-0.013578063,0.11127797,1,1.0,False,0
2.1558514,0.18504877,-0.011352504,-0.18565764,0,1.0,False,0
2.1595523,-0.009908928,-0.015065657,0.1034225,1,1.0,False,0
2.1593542,0.18542565,-0.012997206,-0.19397525,0,1.0,False,0
2.1630626,-0.009507988,-0.016876712,0.094579436,1,1.0,False,0
2.1628726,0.18585174,-0.014985123,-0.20337993,0,1.0,False,0
2.1665895,-0.009052741,-0.019052722,0.0845385,1,1.0,False,0
2.1664085,0.18633707,-0.017361952,-0.21409418,0,1.0,False,0
2.1701353,-0.008532418,-0.021643836,0.07306183,1,1.0,False,0
2.1699646,0.18689303,-0.020182598,-0.22637047,0,1.0,False,0
2.1737025,-0.007934755,-0.024710009,0.059878405,1,1.0,False,0
2.1735437,0.18753262,-0.02351244,-0.24049714,0,1.0,False,0
2.1772945,-0.007245709,-0.028322384,0.044677563,0,1.0,False,0
2.1771495,-0.20195033,-0.027428832,0.32829168,1,1.0,False,0
2.1731105,-0.006448843,-0.020862998,0.027086707,1,1.0,False,0
2.1729815,0.18896599,-0.020321265,-0.27210504,0,1.0,False,0
2.176761,-0.005860187,-0.025763365,0.014099857,0,1.0,False,0
2.1766436,-0.20060337,-0.025481367,0.2985441,1,1.0,False,0
2.1726315,-0.0051276335,-0.019510485,-0.0020650297,0,1.0,False,0
2.172529,-0.19996442,-0.019551786,0.28439882,1,1.0,False,0
2.1685297,-0.0045691472,-0.01386381,-0.014385941,1,1.0,False,0
2.1684384,0.19074886,-0.014151529,-0.3114106,0,1.0,False,0
2.1722534,-0.0041686515,-0.02037974,-0.023224046,0,1.0,False,0
2.17217,-0.1989925,-0.020844223,0.2629598,1,1.0,False,0
2.16819,-0.0035793153,-0.015585026,-0.03622405,0,1.0,False,0
2.1681185,-0.19847435,-0.016309507,0.25150117,1,1.0,False,0
2.164149,-0.0031233435,-0.011279483,-0.046281133,0,1.0,False,0
2.1640866,-0.19808175,-0.012205106,0.24282178,1,1.0,False,0
2.160125,-0.0027876105,-0.00734867,-0.053685825,0,1.0,False,0
2.1600692,-0.19780342,-0.008422387,0.23666951,1,1.0,False,0
2.1561131,-0.0025621636,-0.0036889967,-0.05865815,1,1.0,False,0
2.156062,0.19261248,-0.0048621595,-0.3525027,0,1.0,False,0
2.159914,-0.0024399878,-0.011912214,-0.06135691,0,1.0,False,0
2.1598654,-0.19738914,-0.013139351,0.22754395,1,1.0,False,0
2.1559174,-0.0020819001,-0.008588472,-0.069254465,0,1.0,False,0
2.155876,-0.19707967,-0.009973562,0.22070643,1,1.0,False,0
2.1519344,-0.0018165918,-0.0055594333,-0.07510581,0,1.0,False,0
2.151898,-0.1968584,-0.0070615495,0.21581793,1,1.0,False,0
2.1479607,-0.0016362161,-0.002745191,-0.079084136,0,1.0,False,0
2.147928,-0.19671871,-0.004326874,0.2127314,1,1.0,False,0
2.1439936,-0.0015351609,-7.224548e-05,-0.08131326,0,1.0,False,0
2.1439629,-0.19665608,-0.0016985107,0.21134686,1,1.0,False,0
2.14003,-0.0015098813,0.0025284267,-0.08187136,0,1.0,False,0
2.1399996,-0.19666798,0.00089099945,0.21160822,1,1.0,False,0
2.1360662,-0.0015587853,0.0051231636,-0.080793515,1,1.0,False,0
2.1360352,0.19348936,0.0035072935,-0.37185568,0,1.0,False,0
2.139905,-0.0016822502,-0.00392982,-0.078068934,0,1.0,False,0
2.1398714,-0.19674765,-0.0054911985,0.21337153,1,1.0,False,0
2.1359363,-0.0015476187,-0.001223768,-0.08103849,0,1.0,False,0
2.1359053,-0.19665201,-0.0028445378,0.21125808,1,1.0,False,0
2.1319723,-0.0014894992,0.0013806238,-0.08232079,0,1.0,False,0
2.1319425,-0.19663121,-0.000265792,0.21079741,1,1.0,False,0
2.1280098,-0.0015054637,0.0039501563,-0.08196935,0,1.0,False,0
2.1279798,-0.19668382,0.0023107692,0.21195723,1,1.0,False,0
2.124046,-0.0015949801,0.006549914,-0.07999587,1,1.0,False,0
2.1240141,0.19343247,0.0049499967,-0.3706051,0,1.0,False,0
2.127883,-0.0017594598,-0.0024621056,-0.07636551,0,1.0,False,0
2.1278477,-0.19684602,-0.0039894157,0.2155396,1,1.0,False,0
2.1239107,-0.001667272,0.0003213763,-0.07839909,0,1.0,False,0
2.1238775,-0.19679382,-0.0012466055,0.21438521,1,1.0,False,0
2.1199415,-0.0016540776,0.0030410988,-0.078690685,0,1.0,False,0
2.1199083,-0.1968195,0.0014672851,0.21495016,1,1.0,False,0
2.115972,-0.0017185482,0.0057662884,-0.077269554,0,1.0,False,0
2.1159377,-0.19692269,0.0042208973,0.21722706,1,1.0,False,0
2.1119993,-0.0018613279,0.008565438,-0.07412143,1,1.0,False,0
2.111962,0.19313678,0.00708301,-0.36408967,0,1.0,False,0
2.1158247,-0.0020851083,-0.0001987834,-0.06918178,0,1.0,False,0
2.115783,-0.1972042,-0.0015824189,0.22343843,1,1.0,False,0
2.111839,-0.0020596767,0.0028863496,-0.06974324,0,1.0,False,0
2.1117978,-0.19722289,0.0014914848,0.22384895,1,1.0,False,0
2.1078534,-0.0021222872,0.0059684636,-0.06836314,0,1.0,False,0
2.107811,-0.1973293,0.004601201,0.22619689,1,1.0,False,0
2.1038642,-0.002273405,0.009125139,-0.06503111,1,1.0,False,0
2.103819,0.19271654,0.007824517,-0.3548211,0,1.0,False,0
2.1076732,-0.0025157908,0.00072809466,-0.05968118,0,1.0,False,0
2.1076229,-0.19764817,-0.00046552892,0.23323138,1,1.0,False,0
2.10367,-0.002519574,0.004199099,-0.059598356,0,1.0,False,0
2.1036196,-0.19770148,0.0030071314,0.23440646,1,1.0,False,0
2.0996654,-0.0026226225,0.0076952605,-0.057326417,1,1.0,False,0
2.099613,0.19238815,0.006548732,-0.34757152,0,1.0,False,0
2.1034608,-0.002826331,-0.00040269844,-0.052830774,0,1.0,False,0
2.1034043,-0.19794251,-0.0014593139,0.23972507,1,1.0,False,0
2.0994453,-0.002799738,0.0033351874,-0.053417806,0,1.0,False,0
2.0993893,-0.19796935,0.0022668315,0.24031553,1,1.0,False,0
2.09543,-0.0028798562,0.007073142,-0.051651515,1,1.0,False,0
2.0953724,0.19213997,0.0060401116,-0.34209445,0,1.0,False,0
2.0992153,-0.0030673987,-0.00080177706,-0.047512956,0,1.0,False,0
2.0991538,-0.19817784,-0.0017520362,0.2449169,1,1.0,False,0
2.0951903,-0.0030309123,0.0031463017,-0.04831815,0,1.0,False,0
2.0951297,-0.19819784,0.0021799386,0.2453558,1,1.0,False,0
2.0911658,-0.0031070893,0.0070870547,-0.046638727,1,1.0,False,0
2.0911036,0.19191253,0.00615428,-0.33707723,0,1.0,False,0
2.0949419,-0.0032964624,-0.00058726437,-0.042459942,0,1.0,False,0
2.0948758,-0.19840999,-0.0014364632,0.25003764,1,1.0,False,0
2.0909076,-0.0032675522,0.0035642895,-0.043098032,0,1.0,False,0
2.0908422,-0.19844043,0.002702329,0.25070733,1,1.0,False,0
2.0868735,-0.0033571748,0.0077164755,-0.041122004,1,1.0,False,0
2.0868063,0.19165328,0.0068940353,-0.33136037,0,1.0,False,0
2.0906394,-0.0035661228,0.00026682828,-0.036511384,0,1.0,False,0
2.090568,-0.1986919,-0.00046339937,0.25625572,1,1.0,False,0
2.0865943,-0.0035633352,0.004661715,-0.036573336,0,1.0,False,0
2.086523,-0.19875182,0.0039302483,0.25757676,1,1.0,False,0
2.082548,-0.0036862046,0.009081784,-0.033863924,1,1.0,False,0
2.0824742,0.19130434,0.008404505,-0.32366768,0,1.0,False,0
2.0863004,-0.0039362693,0.0019311516,-0.028346205,0,1.0,False,0
2.0862217,-0.19908586,0.0013642275,0.2649454,1,1.0,False,0
2.0822399,-0.003983408,0.0066631353,-0.02730693,1,1.0,False,0
2.0821602,0.19104236,0.006116997,-0.31788012,0,1.0,False,0
2.0859811,-0.0041661803,-0.00024060589,-0.023274422,0,1.0,False,0
2.0858977,-0.19928467,-0.0007060943,0.2693326,1,1.0,False,0
2.081912,-0.0041526593,0.004680557,-0.023572968,1,1.0,False,0
2.081829,0.19090186,0.004209098,-0.31477547,0,1.0,False,0
2.085647,-0.004279799,-0.0020864112,-0.020768099,0,1.0,False,0
2.0855615,-0.19937177,-0.0025017732,0.27125582,1,1.0,False,0
2.081574,-0.0042142053,0.002923343,-0.022215134,0,1.0,False,0
2.0814898,-0.19937795,0.0024790403,0.2713887,1,1.0,False,0
2.0775023,-0.004291469,0.007906814,-0.02051129,1,1.0,False,0
2.0774164,0.1907162,0.007496589,-0.31068906,0,1.0,False,0
2.0812306,-0.0045117475,0.0012828072,-0.015651403,0,1.0,False,0
2.0811405,-0.19965208,0.00096977915,0.277436,1,1.0,False,0
2.0771475,-0.00454397,0.006518499,-0.014940912,1,1.0,False,0
2.0770564,0.1904839,0.006219681,-0.30556008,0,1.0,False,0
2.080866,-0.0047261347,0.00010847935,-0.010922113,0,1.0,False,0
2.0807717,-0.19984964,-0.00010996292,0.28179502,1,1.0,False,0
2.0767746,-0.004726122,0.005525938,-0.010922569,1,1.0,False,0
2.0766802,0.19031614,0.0053074863,-0.30185688,0,1.0,False,0
2.0804865,-0.004881047,-0.00072965125,-0.007504827,0,1.0,False,0
2.0803888,-0.19999252,-0.0008797478,0.28494778,1,1.0,False,0
2.076389,-0.0048580393,0.0048192083,-0.008012467,1,1.0,False,0
2.0762918,0.19019447,0.004658959,-0.299171,0,1.0,False,0
2.0800958,-0.0049935826,-0.001324461,-0.0050223614,0,1.0,False,0
2.0799959,-0.20009652,-0.0014249082,0.28724238,1,1.0,False,0
2.075994,-0.004954271,0.0043199398,-0.0058896025,1,1.0,False,0
